DONG_CD,CTPV_NM,SGG_NM,EMD_NM,SGG_CD
4188036000,경기도,강화군,내가면,41880.0
1144064000,서울특별시,마포구,창전동,11440.0
1144065000,서울특별시,마포구,상수동,11440.0
1144067000,서울특별시,마포구,동교동,11440.0
1147055100,서울특별시,양천구,목제6동,11470.0
1147059500,서울특별시,양천구,신월제4동분소,11470.0
1147066000,서울특별시,양천구,신정제5동,11470.0
1150052100,서울특별시,강서구,등촌1동민원분소,11500.0
1150058000,서울특별시,강서구,화곡제5동,11500.0
1150059200,서울특별시,강서구,화곡제7동,11500.0
1150060000,서울특별시,강서구,가양동,11500.0
1150060100,서울특별시,강서구,가양동제1분소,11500.0
1150060200,서울특별시,강서구,가양동제2분소,11500.0
1150061000,서울특별시,강서구,발산동,11500.0
1150061200,서울특별시,강서구,발산제2동,11500.0
1150063100,서울특별시,강서구,방화제1동분소,11500.0
1150065000,서울특별시,강서구,과해동,11500.0
1153052500,서울특별시,구로구,구로제1동분소,11530.0
1153054500,서울특별시,구로구,구로제3동분소,11530.0
1153056500,서울특별시,구로구,구로본동,11530.0
1153057000,서울특별시,구로구,구로제6동,11530.0
1153058000,서울특별시,구로구,가리봉제1동,11530.0
1153059000,서울특별시,구로구,가리봉제2동,11530.0
1153060000,서울특별시,구로구,가리봉제3동,11530.0
1153061000,서울특별시,구로구,독산제1동,11530.0
1153061500,서울특별시,구로구,독산제1동분소,11530.0
1153062000,서울특별시,구로구,독산제2동,11530.0
1153063000,서울특별시,구로구,독산제3동,11530.0
1153064000,서울특별시,구로구,독산제4동,11530.0
1153065000,서울특별시,구로구,독산본동,11530.0
1153066000,서울특별시,구로구,시흥본동,11530.0
1153067000,서울특별시,구로구,시흥제1동,11530.0
1153068000,서울특별시,구로구,시흥제2동,11530.0
1153069000,서울특별시,구로구,시흥제3동,11530.0
1153070000,서울특별시,구로구,시흥제4동,11530.0
1153071000,서울특별시,구로구,시흥제5동,11530.0
1153076500,서울특별시,구로구,개봉본동,11530.0
1154551500,서울특별시,금천구,가산동민원분소,11545.0
1154561500,서울특별시,금천구,독산제1동분소,11545.0
1130558000,서울특별시,강북구,미아제8동,11305.0
1130558100,서울특별시,강북구,미아제9동,11305.0
1130564000,서울특별시,강북구,수유제4동,11305.0
1130565000,서울특별시,강북구,수유제5동,11305.0
1130565100,서울특별시,강북구,수유제6동,11305.0
1132053100,서울특별시,도봉구,미아제1동,11320.0
1132053200,서울특별시,도봉구,미아제2동,11320.0
1132053300,서울특별시,도봉구,미아제3동,11320.0
2211053000,대구직할시,중구,동인4가동,22110.0
2211054000,대구직할시,중구,삼덕1.2가동,22110.0
2211055000,대구직할시,중구,삼덕3가동,22110.0
2211056000,대구직할시,중구,봉산동,22110.0
2211057000,대구직할시,중구,동성동,22110.0
2211058000,대구직할시,중구,서성동,22110.0
2211059000,대구직할시,중구,남성동,22110.0
2211060000,대구직할시,중구,북성동,22110.0
2211061000,대구직할시,중구,달성동,22110.0
2211062000,대구직할시,중구,대신1동,22110.0
2211063000,대구직할시,중구,대신2동,22110.0
2211064000,대구직할시,중구,남산1동,22110.0
2211065000,대구직할시,중구,남산2동,22110.0
2211066000,대구직할시,중구,남산3동,22110.0
2211067000,대구직할시,중구,남산4동,22110.0
2211068000,대구직할시,중구,대봉1동,22110.0
2211069000,대구직할시,중구,대봉2동,22110.0
2214000000,대구직할시,동구,,22140.0
2214051000,대구직할시,동구,신암1동,22140.0
2214052000,대구직할시,동구,신암2동,22140.0
2214053000,대구직할시,동구,신암3동,22140.0
2214054000,대구직할시,동구,신암4동,22140.0
2214054100,대구직할시,동구,신암5동,22140.0
2214055000,대구직할시,동구,신천1동,22140.0
2214056000,대구직할시,동구,신천2동,22140.0
2214057000,대구직할시,동구,신천3동,22140.0
2214058000,대구직할시,동구,신천4동,22140.0
2214059000,대구직할시,동구,효목1동,22140.0
1159056100,서울특별시,동작구,상도제5동,11590.0
1159057000,서울특별시,동작구,본동,11590.0
1159058000,서울특별시,동작구,흑석제1동,11590.0
1159059000,서울특별시,동작구,흑석제2동,11590.0
2129071000,부산직할시,남구,문현제4동,21290.0
2129072000,부산직할시,남구,문현제5동,21290.0
2129073000,부산직할시,남구,수영동,21290.0
2129074000,부산직할시,남구,망미제1동,21290.0
2129075000,부산직할시,남구,망미제2동,21290.0
2129076000,부산직할시,남구,광안제1동,21290.0
2129077000,부산직할시,남구,광안제2동,21290.0
2129078000,부산직할시,남구,광안제3동,21290.0
2129079000,부산직할시,남구,광안제4동,21290.0
2129080000,부산직할시,남구,민락동,21290.0
2132000000,부산직할시,북구,,21320.0
2132051000,부산직할시,북구,구포제1동,21320.0
2132052000,부산직할시,북구,구포제2동,21320.0
2132052100,부산직할시,북구,구포제3동,21320.0
2132053000,부산직할시,북구,금곡동,21320.0
2132054000,부산직할시,북구,화명동,21320.0
2132055000,부산직할시,북구,덕천제1동,21320.0
2132056000,부산직할시,북구,덕천제2동,21320.0
2132056100,부산직할시,북구,덕천제3동,21320.0
2132057000,부산직할시,북구,만덕동,21320.0
2132057100,부산직할시,북구,만덕제1동,21320.0
2132057200,부산직할시,북구,만덕제2동,21320.0
2132057300,부산직할시,북구,만덕제3동,21320.0
2132058000,부산직할시,북구,삼락동,21320.0
2132059000,부산직할시,북구,모라동,21320.0
2132059100,부산직할시,북구,모라제1동,21320.0
2132059200,부산직할시,북구,모라제2동,21320.0
2132059300,부산직할시,북구,모라제3동,21320.0
2132060000,부산직할시,북구,덕포제1동,21320.0
2132061000,부산직할시,북구,덕포제2동,21320.0
2132062000,부산직할시,북구,괘법동,21320.0
2132063000,부산직할시,북구,감전제1동,21320.0
2132064000,부산직할시,북구,감전제2동,21320.0
2132065000,부산직할시,북구,주례제1동,21320.0
2132066000,부산직할시,북구,주례제2동,21320.0
2132066100,부산직할시,북구,주례제3동,21320.0
2135063000,부산직할시,해운대구,반송제3동,21350.0
2135064000,부산직할시,해운대구,재송동,21350.0
2135065000,부산직할시,해운대구,재송제1동,21350.0
2135066000,부산직할시,해운대구,재송제2동,21350.0
2138000000,부산직할시,사하구,,21380.0
2138051000,부산직할시,사하구,괴정제1동,21380.0
2138052000,부산직할시,사하구,괴정제2동,21380.0
2138053000,부산직할시,사하구,괴정제3동,21380.0
2138054000,부산직할시,사하구,괴정제4동,21380.0
2138055000,부산직할시,사하구,당리동,21380.0
2138056000,부산직할시,사하구,하단동,21380.0
2138056100,부산직할시,사하구,하단제1동,21380.0
1159060000,서울특별시,동작구,흑석제3동,11590.0
1159061000,서울특별시,동작구,동작동,11590.0
1162051000,서울특별시,관악구,봉천본동,11620.0
1162052000,서울특별시,관악구,봉천제1동,11620.0
1162053000,서울특별시,관악구,봉천제2동,11620.0
1162054000,서울특별시,관악구,봉천제3동,11620.0
1162055000,서울특별시,관악구,봉천제4동,11620.0
2132067000,부산직할시,북구,학장동,21320.0
2132068000,부산직할시,북구,엄궁동,21320.0
2132069000,부산직할시,북구,대저1동,21320.0
2132070000,부산직할시,북구,대저2동,21320.0
2132071000,부산직할시,북구,강동동,21320.0
2132072000,부산직할시,북구,명지동,21320.0
2135000000,부산직할시,해운대구,,21350.0
2135051000,부산직할시,해운대구,우제1동,21350.0
2135052000,부산직할시,해운대구,우제2동,21350.0
2135053000,부산직할시,해운대구,중제1동,21350.0
2135054000,부산직할시,해운대구,중제2동,21350.0
2135055000,부산직할시,해운대구,좌동,21350.0
2135056000,부산직할시,해운대구,송정동,21350.0
2135057000,부산직할시,해운대구,반여제1동,21350.0
2135058000,부산직할시,해운대구,반여제2동,21350.0
2135059000,부산직할시,해운대구,반여제3동,21350.0
2135060000,부산직할시,해운대구,석대동,21350.0
2135061000,부산직할시,해운대구,반송제1동,21350.0
4779012000,경상북도,월성군,안강읍,47790.0
1162056000,서울특별시,관악구,봉천제5동,11620.0
1162057000,서울특별시,관악구,봉천제6동,11620.0
1162058000,서울특별시,관악구,봉천제7동,11620.0
1162059000,서울특별시,관악구,봉천제8동,11620.0
1162060000,서울특별시,관악구,봉천제9동,11620.0
1162061000,서울특별시,관악구,봉천제10동,11620.0
1162062000,서울특별시,관악구,봉천제11동,11620.0
1162064000,서울특별시,관악구,신림본동,11620.0
1162065000,서울특별시,관악구,신림제1동,11620.0
1162066000,서울특별시,관악구,신림제2동,11620.0
1162067000,서울특별시,관악구,신림제3동,11620.0
1162068000,서울특별시,관악구,신림제4동,11620.0
1162069000,서울특별시,관악구,신림제5동,11620.0
1162070000,서울특별시,관악구,신림제6동,11620.0
1162071000,서울특별시,관악구,신림제7동,11620.0
1162072000,서울특별시,관악구,신림제8동,11620.0
1162073000,서울특별시,관악구,신림제9동,11620.0
1162074000,서울특별시,관악구,신림제10동,11620.0
