REG_DT,DTIN_NM,STTS_CD,FRST_WRT_YR,STATS_VL,WRTR_TELNO,RGTR_ID,WRT_DEPT_NM,ORGNL_PATH_CN,DTA_UNIT_NM,RW_STATS_ID,YR,MDFR_ID,DONG_CD,MDFCN_DT
0015/07/22 00:00:00,고령인구수,ST02,2007,15451,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,3023000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,66173,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,3100000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,15457,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,3111000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,17142,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,3114000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,7975,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,3117000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,7915,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,3120000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,17684,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,3171000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,3611000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,871191,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4100000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,66100,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4111000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,71018,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4113000000,0016/01/29 00:00:00
0015/07/22 00:00:00,고령인구수,ST02,2007,35340,02-2100-3128,admin,"자치행정과, 정보통신담당관실",지역통계>주제별>인구·가구>주민등록인구통계>동읍면/5세별주민등록인구,인,STTS000111,2007,admin,4115000000,0016/01/29 00:00:00
