YR,DONG_CD,STATS_VL
2008,1100000000,890052.0
2008,1111000000,19921.0
2008,1114000000,15127.0
2008,1117000000,26850.0
2008,1120000000,29282.0
2008,1121500000,28360.0
2008,1123000000,38272.0
2008,1126000000,37032.0
2008,1129000000,47059.0
2008,1130500000,36533.0
2008,1132000000,34674.0
2008,1135000000,52820.0
2008,1138000000,45836.0
2008,1141000000,36042.0
2008,1144000000,36495.0
2008,1147000000,35375.0
2008,1150000000,45460.0
2008,1153000000,34322.0
2008,1154500000,20977.0
2008,1156000000,37599.0
2008,1159000000,38002.0
2008,1162000000,44193.0
2008,1165000000,30808.0
2008,1168000000,38735.0
2008,1171000000,46699.0
2008,1174000000,33579.0
2008,2600000000,363639.0
2008,2611000000,7147.0
2008,2614000000,18332.0
2008,2617000000,15608.0
2008,2620000000,20130.0
2008,2623000000,43228.0
2008,2626000000,26931.0
2008,2629000000,31092.0
2008,2632000000,25143.0
2008,2635000000,38023.0
2008,2638000000,31282.0
2008,2641000000,26438.0
2008,2644000000,7970.0
2008,2647000000,21499.0
2008,2650000000,19844.0
2008,2653000000,20227.0
2008,2671000000,10745.0
2008,2700000000,232499.0
2008,2711000000,11722.0
2008,2714000000,37938.0
2008,2717000000,23050.0
2008,2720000000,22413.0
2008,2723000000,36912.0
2008,2726000000,41524.0
2008,2729000000,42516.0
2008,2771000000,16424.0
2008,2800000000,215860.0
2008,2811000000,9989.0
2008,2814000000,9230.0
2008,2817000000,40263.0
2008,2818500000,17589.0
2008,2820000000,32077.0
2008,2823700000,43057.0
2008,2824500000,20603.0
2008,2826000000,24567.0
2008,2871000000,15139.0
2008,2872000000,3346.0
2008,2900000000,118453.0
2008,2911000000,14710.0
2008,2914000000,23424.0
2008,2915500000,21465.0
2008,2917000000,37629.0
2008,2920000000,21225.0
2008,3000000000,119222.0
2008,3011000000,26013.0
2008,3014000000,27124.0
2008,3017000000,34043.0
2008,3020000000,15875.0
2008,3023000000,16167.0
2008,3100000000,69995.0
2008,3111000000,16327.0
2008,3114000000,18239.0
2008,3117000000,8376.0
2008,3120000000,8493.0
2008,3171000000,18560.0
2008,3611000000,
2008,4100000000,919632.0
